Province/State,Country,date,pop,temperature,humidity,confirmed,deaths,recovered
Guangdong,China,11/3/2020,1439323776,21,59,1356,8,1282
Guangxi,China,11/3/2020,1439323776,20,67,252,2,238
Guizhou,China,11/3/2020,1439323776,13,80,146,2,133
Hainan,China,11/3/2020,1439323776,27,89,168,6,159
Hebei,China,11/3/2020,1439323776,16,24,318,6,307
Heilongjiang,China,11/3/2020,1439323776,-3,88,482,13,436
Henan,China,11/3/2020,1439323776,20,50,1273,22,1249
Hunan,China,11/3/2020,1439323776,15,80,1018,4,995
Inner Mongolia,China,11/3/2020,1439323776,-3,74,75,1,71
Jiangsu,China,11/3/2020,1439323776,17,63,631,0,627
Jiangxi,China,11/3/2020,1439323776,16,77,935,1,932
Jilin,China,11/3/2020,1439323776,1,67,93,1,91
Liaoning,China,11/3/2020,1439323776,7,42,125,1,111
Macau,China,11/3/2020,1439323776,20,74,10,0,10
Ningxia,China,11/3/2020,1439323776,11,29,75,0,72
Qinghai,China,11/3/2020,1439323776,6,19,18,0,18
Shaanxi,China,11/3/2020,1439323776,13,28,245,1,232
Shandong,China,11/3/2020,1439323776,12,41,760,6,726
Shanghai,China,11/3/2020,1439323776,18,51,344,3,320
Shanxi,China,11/3/2020,1439323776,13,23,133,0,131
Sichuan,China,11/3/2020,1439323776,12,77,539,3,488
Tianjin,China,11/3/2020,1439323776,17,28,136,3,131
Tibet,China,11/3/2020,1439323776,1,27,1,0,1
Xinjiang,China,11/3/2020,1439323776,10,34,76,3,73
Yunnan,China,11/3/2020,1439323776,22,41,174,2,170
Zhejiang,China,11/3/2020,1439323776,18,73,1215,1,1195
,Kosovo,11/3/2020,1810463,11,74,0,0,0
,Andorra,11/3/2020,77265,16,55,1,0,0
,Guatemala,11/3/2020,17915568,23,87,0,0,0
,Nepal,11/3/2020,29136808,25,47,1,0,1
,Italy,11/3/2020,60461826,17,64,12462,827,1045
,Seychelles,11/3/2020,98347,29,68,0,0,0
,Switzerland,11/3/2020,8654622,3,94,652,4,4
,Antigua and Barbuda,11/3/2020,97929,26,75,0,0,0
,Dominican Republic,11/3/2020,10847910,27,87,5,0,0
,Nigeria,11/3/2020,206139589,41,44,2,0,0
Guadeloupe,France,11/3/2020,400124,27,73,0,0,0
,The Gambia,11/3/2020,2416668,41,26,0,0,0
,Germany,11/3/2020,83783942,11,91,1908,3,25
,Kuwait,11/3/2020,4270571,28,20,72,0,2
,Luxembourg,11/3/2020,625978,11,91,7,0,0
,Qatar,11/3/2020,2881053,27,56,262,0,0
,Jamaica,11/3/2020,2961167,27,80,1,0,0
,Trinidad and Tobago,11/3/2020,1399488,29,73,0,0,0
Bermuda,United Kingdom,11/3/2020,67886011,19,67,0,0,0
Cayman Islands,United Kingdom,11/3/2020,67886011,25,75,0,0,0
Channel Islands,United Kingdom,11/3/2020,67886011,12,92,2,0,0
Gibraltar,United Kingdom,11/3/2020,67886011,16,71,1,0,1
Isle of Man,United Kingdom,11/3/2020,67886011,6,82,0,0,0
Montserrat,United Kingdom,11/3/2020,67886011,25,77,0,0,0
United Kingdom,United Kingdom,11/3/2020,67886011,6,88,456,8,18
,Pakistan,11/3/2020,220892340,12,74,19,0,2
,Saint Lucia,11/3/2020,183627,27,74,0,0,0
,Saint Vincent and the Grenadines,11/3/2020,115000,26,74,0,0,0
Guam,US,11/3/2020,165718,28,80,0,0,0
,Vietnam,11/3/2020,97338579,26,87,38,0,16
,Sri Lanka,11/3/2020,21413249,26,58,2,0,1
,Japan,11/3/2020,126476461,8,70,639,15,118
,Martinique,11/3/2020,375265,26,75,3,0,0
Reunion,France,11/3/2020,895312,28,83,1,0,0
,Philippines,11/3/2020,109581078,28,79,49,1,2
,Belgium,11/3/2020,11589623,14,83,314,3,1
,Israel,11/3/2020,8655535,26,56,109,0,4
,India,11/3/2020,1380004385,34,42,62,1,4
Curacao,Netherlands,11/3/2020,17134872,26,79,0,0,0
Netherlands,Netherlands,11/3/2020,17134872,14,82,503,5,0
Sint Maarten,Netherlands,11/3/2020,17134872,25,78,0,0,0
,Rwanda,11/3/2020,12952218,27,84,0,0,0
,South Korea,11/3/2020,51269185,7,55,7755,60,288
,San Marino,11/3/2020,33931,14,62,62,2,0
Aruba,Netherlands,11/3/2020,106766,27,80,0,0,0
,Mauritius,11/3/2020,1271768,28,88,0,0,0
,Lebanon,11/3/2020,6825445,17,51,61,3,1
,Barbados,11/3/2020,287375,27,73,0,0,0
,Taiwan*,11/3/2020,23816775,20,79,48,1,17
Mayotte,France,11/3/2020,272815,30,71,0,0,0
,Bangladesh,11/3/2020,164689383,34,32,3,0,0
,Malta,11/3/2020,441543,15,67,6,0,0
,Maldives,11/3/2020,540544,29,70,8,0,0
,Holy See,11/3/2020,801,18,61,1,0,0
,Bahrain,11/3/2020,1701575,23,66,195,0,35
Hong Kong,China,11/3/2020,7496981,20,76,126,3,65
,Singapore,11/3/2020,5850342,33,74,178,0,96
,Monaco,11/3/2020,39242,14,73,1,0,0
,Angola,10/3/2020,29780000,24,84,0,0,0
,Cabo Verde,10/3/2020,546388,22,81,0,0,0
,Cape Verde,10/3/2020,546388,25,67,0,0,0
,Chad,10/3/2020,14900000,41,12,0,0,0
Hubei,China,10/3/2020,58500000,18,51,67760,3024,47743
,Congo (Kinshasa),10/3/2020,11860000,34,79,0,0,0
,Dominica,10/3/2020,73925,26,76,0,0,0
,East Timor,10/3/2020,1296000,28,81,0,0,0
,El Salvador,10/3/2020,6378000,33,59,0,0,0
,Eritrea,10/3/2020,4475000,22,66,0,0,0
,Fiji,10/3/2020,905502,28,88,0,0,0
,Georgia,10/3/2020,3717000,19,35,15,0,0
,Grenada,10/3/2020,107825,26,76,0,0,0
,Haiti,10/3/2020,10980000,27,80,0,0,0
,Madagascar,10/3/2020,25570000,25,80,0,0,0
,Mozambique,10/3/2020,225570000,29,91,0,0,0
,Nicaragua,10/3/2020,6218000,32,75,0,0,0
,Niger,10/3/2020,21480000,36,8,0,0,0
,Papua New Guinea,10/3/2020,8251000,22,92,0,0,0
,Syria,10/3/2020,18270000,24,42,0,0,0
,Timor-Leste,10/3/2020,1296000,28,81,0,0,0
,Uganda,10/3/2020,42860000,32,74,0,0,0
Alabama,US,10/3/2020,4903185,22,87,0,0,0
Alaska,US,10/3/2020,731545,-14,60,0,0,0
Arizona,US,10/3/2020,7278717,18,57,6,0,1
Arkansas,US,10/3/2020,3017825,20,77,0,0,0
California,US,10/3/2020,39512223,21,68,144,2,2
Colorado,US,10/3/2020,5758736,8,50,15,0,0
Connecticut,US,10/3/2020,3565287,15,67,2,0,0
Delaware,US,10/3/2020,973764,18,75,0,0,0
Florida,US,10/3/2020,21477737,26,72,15,2,0
Georgia,US,10/3/2020,10617423,17,90,17,0,0
Hawaii,US,10/3/2020,1415872,23,72,2,0,0
Idaho,US,10/3/2020,1787147,0,84,0,0,0
Illinois,US,10/3/2020,12671821,9,81,12,0,2
Indiana,US,10/3/2020,6732219,11,78,6,0,0
Iowa,US,10/3/2020,3155070,7,80,8,0,0
Kansas,US,10/3/2020,2913314,14,72,1,0,0
Kentucky,US,10/3/2020,4467673,15,87,6,0,0
Louisiana,US,10/3/2020,4648794,25,88,1,0,0
Maine,US,10/3/2020,1344212,9,93,0,0,0
Maryland,US,10/3/2020,6045680,19,70,8,0,0
Massachusetts,US,10/3/2020,6949503,16,67,92,0,1
Michigan,US,10/3/2020,9986857,9,68,0,0,0
Minnesota,US,10/3/2020,5639632,-1,90,3,0,0
Mississippi,US,10/3/2020,2976149,23,89,0,0,0
Missouri,US,10/3/2020,6137428,14,75,1,0,0
Montana,US,10/3/2020,1068778,0,65,0,0,0
Nebraska,US,10/3/2020,1934408,14,65,3,0,0
Nevada,US,10/3/2020,3080156,11,52,4,0,0
New Hampshire,US,10/3/2020,1359711,13,84,4,0,0
New Jersey,US,10/3/2020,8882190,17,74,15,1,0
New Mexico,US,10/3/2020,2096829,15,53,0,0,0
New York,US,10/3/2020,19453561,11,86,173,0,0
North Carolina,US,10/3/2020,10488084,17,84,7,0,0
North Dakota,US,10/3/2020,762062,5,68,0,0,0
Ohio,US,10/3/2020,11689100,12,85,3,0,0
Oklahoma,US,10/3/2020,3956971,19,64,2,0,0
Oregon,US,10/3/2020,4217737,13,75,15,0,0
Pennsylvania,US,10/3/2020,12801989,16,77,12,0,0
Puerto Rico,US,10/3/2020,3193694,27,75,0,0,0
Rhode Island,US,10/3/2020,1059361,17,66,3,0,0
South Carolina,US,10/3/2020,5148714,20,81,7,0,0
South Dakota,US,10/3/2020,884659,5,64,0,0,0
Tennessee,US,10/3/2020,6833174,18,89,7,0,0
Texas,US,10/3/2020,28995881,24,86,13,0,0
Utah,US,10/3/2020,3205958,10,59,2,0,0
Vermont,US,10/3/2020,623989,9,92,1,0,0
Virginia,US,10/3/2020,8535519,18,78,7,0,0
Washington,US,10/3/2020,7614893,4,75,267,23,1
West Virginia,US,10/3/2020,1792065,13,87,0,0,0
Wisconsin,US,10/3/2020,5822434,5,75,3,0,1
Wyoming,US,10/3/2020,578759,4,74,0,0,0
,Zimbabwe,10/3/2020,16530000,28,66,0,0,0
Greenland,Denmark,10/3/2020,56770,-33,100,0,0,0
,Mongolia,10/3/2020,3278290,-1,63,1,0,0
Australian Capital Territory,Australia,10/3/2020,25499884,22,75,0,0,0
From Diamond Princess,Australia,10/3/2020,25499884,15,91,0,0,0
New South Wales,Australia,10/3/2020,25499884,22,66,55,2,4
Northern Territory,Australia,10/3/2020,25499884,30,75,1,0,0
Queensland,Australia,10/3/2020,25499884,24,79,18,0,8
South Australia,Australia,10/3/2020,25499884,26,50,7,0,2
Tasmania,Australia,10/3/2020,25499884,16,76,2,0,0
Victoria,Australia,10/3/2020,25499884,25,62,18,0,7
Western Australia,Australia,10/3/2020,25499884,34,35,6,1,0
,Iceland,10/3/2020,341243,-4,83,69,0,1
,Namibia,10/3/2020,2540905,30,35,0,0,0
Alberta,Canada,10/3/2020,37742154,2,78,7,0,0
British Columbia,Canada,10/3/2020,37742154,5,81,32,1,4
Grand Princess,Canada,10/3/2020,37742154,18,64,0,0,0
Manitoba,Canada,10/3/2020,37742154,-9,90,0,0,0
New Brunswick,Canada,10/3/2020,37742154,4,95,0,0,0
Newfoundland and Labrador,Canada,10/3/2020,37742154,-13,76,0,0,0
Northwest Territories,Canada,10/3/2020,37742154,-18,95,0,0,0
Nova Scotia,Canada,10/3/2020,37742154,3,93,0,0,0
Ontario,Canada,10/3/2020,37742154,-7,92,36,0,4
Prince Edward Island,Canada,10/3/2020,37742154,-1,94,0,0,0
Quebec,Canada,10/3/2020,37742154,-12,83,4,0,0
Saskatchewan,Canada,10/3/2020,37742154,-2,87,0,0,0
French Guiana,France,10/3/2020,298682,35,63,5,0,0
,Guyana,10/3/2020,786552,31,72,0,0,0
,Suriname,10/3/2020,586632,34,63,0,0,0
,Mauritania,10/3/2020,4649658,35,16,0,0,0
,Kazakhstan,10/3/2020,18776707,-1,41,0,0,0
,Central African Republic,10/3/2020,37742154,40,40,0,0,0
,Gabon,10/3/2020,2225734,32,87,0,0,0
,Russia,10/3/2020,145934462,-5,95,20,0,3
,Bolivia,10/3/2020,11673021,37,49,0,0,0
,Norway,10/3/2020,5421241,-1,95,400,0,1
,Oman,10/3/2020,5106626,30,36,18,0,9
,Saudi Arabia,10/3/2020,34813871,25,22,20,0,1
,Argentina,10/3/2020,45195774,30,40,17,1,0
,Algeria,10/3/2020,43851044,26,21,20,0,0
,Finland,10/3/2020,5540720,4,92,40,0,1
,New Zealand,10/3/2020,4822233,18,83,5,0,0
,Paraguay,10/3/2020,7132538,42,33,1,0,0
,Bhutan,10/3/2020,771608,9,80,1,0,0
,Uruguay,10/3/2020,3473730,36,63,0,0,0
,Brazil,10/3/2020,212559417,30,86,31,0,0
Diamond Princess,Cruise Ship,10/3/2020,3500,15,91,696,6,40
,Somalia,10/3/2020,15893222,38,55,0,0,0
,Sudan,10/3/2020,43849260,40,10,0,0,0
,Sweden,10/3/2020,10099265,2,90,355,0,1
,Zambia,10/3/2020,18383955,26,86,0,0,0
,Chile,10/3/2020,19116201,36,38,13,0,0
,Peru,10/3/2020,32971854,34,82,11,0,0
,Latvia,10/3/2020,1886198,7,84,8,0,1
,Estonia,10/3/2020,1326535,4,92,12,0,0
,Venezuela,10/3/2020,28435940,38,47,0,0,0
,Kyrgyzstan,10/3/2020,6524195,-6,65,0,0,0
Diamond Princess,US,10/3/2020,331002651,15,91,46,0,0
District of Columbia,US,10/3/2020,331002651,18,71,5,0,0
Grand Princess,US,10/3/2020,331002651,18,64,21,0,0
Virgin Islands,US,10/3/2020,331002651,25,73,0,0,0
,The Bahamas,10/3/2020,393244,23,72,0,0,0
,Congo (Brazzaville),10/3/2020,89561403,34,79,0,0,0
,Djibouti,10/3/2020,988000,28,71,0,0,0
,Lithuania,10/3/2020,2722289,7,85,1,0,0
,Colombia,10/3/2020,50882891,21,81,3,0,0
,Belarus,10/3/2020,9449323,9,77,9,0,3
,Montenegro,10/3/2020,628066,14,63,0,0,0
,South Africa,10/3/2020,59308690,21,64,7,0,0
,Equatorial Guinea,10/3/2020,1402985,30,79,0,0,0
,Iran,10/3/2020,83992949,10,21,8042,291,2731
,Guinea,10/3/2020,13132795,41,27,0,0,0
,Liberia,10/3/2020,5057681,30,80,0,0,0
,Cameroon,10/3/2020,26545863,35,72,2,0,0
,Panama,10/3/2020,4314767,33,69,1,0,0
,Afghanistan,10/3/2020,38928346,6,91,5,0,0
,Bosnia and Herzegovina,10/3/2020,3280819,7,83,5,0,0
,Bulgaria,10/3/2020,6948445,10,86,4,0,0
,Mexico,10/3/2020,128932753,22,63,7,0,4
,Eswatini,10/3/2020,1160164,29,75,0,0,0
,Tanzania,10/3/2020,59734218,21,94,0,0,0
,Ecuador,10/3/2020,17643054,19,91,15,0,0
,Ireland,10/3/2020,4937786,11,87,34,0,0
,Croatia,10/3/2020,4105267,11,75,14,0,0
,Ukraine,10/3/2020,43733762,16,73,1,0,0
,Burkina Faso,10/3/2020,20903273,36,7,1,0,0
,Tunisia,10/3/2020,11818619,16,51,5,0,0
,Uzbekistan,10/3/2020,33469203,11,40,0,0,0
,Greece,10/3/2020,10423054,16,66,89,0,0
,Brunei,10/3/2020,437479,31,84,1,0,0
,Cote d'Ivoire,10/3/2020,26378274,36,60,0,0,0
,Morocco,10/3/2020,36910560,31,35,3,1,0
,North Macedonia,10/3/2020,2083374,9,82,7,0,0
,Romania,10/3/2020,19237691,10,82,25,0,3
,Senegal,10/3/2020,16743927,41,8,4,0,1
,Honduras,10/3/2020,9904607,29,83,0,0,0
,Iraq,10/3/2020,40222493,29,25,71,7,3
,Kenya,10/3/2020,53771296,26,74,0,0,0
,Spain,10/3/2020,46754778,22,58,1695,35,32
,Cambodia,10/3/2020,16718965,39,57,2,0,1
,Malaysia,10/3/2020,32365999,33,91,129,0,24
,Costa Rica,10/3/2020,5094118,25,72,9,0,0
,Serbia,10/3/2020,8737371,7,80,5,0,0
,Egypt,10/3/2020,102334404,30,28,59,1,1
,Slovenia,10/3/2020,2078938,12,73,31,0,0
,Armenia,10/3/2020,2963243,4,47,1,0,0
,Albania,10/3/2020,2877797,12,81,10,0,0
,Cuba,10/3/2020,11326616,25,79,0,0,0
,Hungary,10/3/2020,9660351,12,63,9,0,0
,Benin,10/3/2020,12123200,40,48,0,0,0
,Austria,10/3/2020,9006398,7,87,182,0,4
,Liechtenstein,10/3/2020,38128,2,93,1,0,0
,Turkey,10/3/2020,84339067,16,48,0,0,0
,Portugal,10/3/2020,10196709,24,68,41,0,0
,Slovakia,10/3/2020,5459642,8,81,7,0,0
,Ethiopia,10/3/2020,114963588,34,50,0,0,0
,Jordan,10/3/2020,10203134,23,54,1,0,0
,United Arab Emirates,10/3/2020,9890402,26,54,74,0,12
France,France,10/3/2020,65273511,10,94,1784,33,12
French Polynesia,France,10/3/2020,65273511,30,82,0,0,0
New Caledonia,France,10/3/2020,65273511,28,81,0,0,0
Saint Barthelemy,France,10/3/2020,65273511,26,73,1,0,0
St Martin,France,10/3/2020,65273511,26,73,2,0,0
,Azerbaijan,10/3/2020,10139177,17,64,11,0,0
,Moldova,10/3/2020,4033963,14,78,3,0,0
,Poland,10/3/2020,37846611,11,72,22,0,0
,Cyprus,10/3/2020,1207359,18,72,3,0,0
Denmark,Denmark,10/3/2020,5792202,9,88,262,0,1
Faroe Islands,Denmark,10/3/2020,5792202,6,87,2,0,0
,Ghana,10/3/2020,31072940,34,61,0,0,0
,Thailand,10/3/2020,69799978,39,43,53,1,33
,Czechia,10/3/2020,10708981,10,77,41,0,0
,Indonesia,10/3/2020,273523615,37,75,27,0,2
,Togo,10/3/2020,8278724,39,60,1,0,0
Anhui,China,10/3/2020,1439323776,15,74,990,6,984
Beijing,China,10/3/2020,1439323776,11,18,429,8,320
Chongqing,China,10/3/2020,1439323776,18,66,576,6,547
Fujian,China,10/3/2020,1439323776,13,83,296,1,295
Gansu,China,10/3/2020,1439323776,-6,32,125,2,88
Guangdong,China,10/3/2020,1439323776,23,61,1353,8,1274
Guangxi,China,10/3/2020,1439323776,20,59,252,2,234
Guizhou,China,10/3/2020,1439323776,14,73,146,2,129
Hainan,China,10/3/2020,1439323776,29,85,168,6,159
Hebei,China,10/3/2020,1439323776,12,24,318,6,307
Heilongjiang,China,10/3/2020,1439323776,-2,82,481,13,434
Henan,China,10/3/2020,1439323776,17,36,1272,22,1247
Hunan,China,10/3/2020,1439323776,17,70,1018,4,990
Inner Mongolia,China,10/3/2020,1439323776,-8,78,75,1,70
Jiangsu,China,10/3/2020,1439323776,12,74,631,0,627
Jiangxi,China,10/3/2020,1439323776,16,82,935,1,927
Jilin,China,10/3/2020,1439323776,-1,85,93,1,91
Liaoning,China,10/3/2020,1439323776,5,47,125,1,111
Macau,China,10/3/2020,1439323776,24,65,10,0,10
Ningxia,China,10/3/2020,1439323776,8,27,75,0,71
Qinghai,China,10/3/2020,1439323776,3,17,18,0,18
Shaanxi,China,10/3/2020,1439323776,10,29,245,1,227
Shandong,China,10/3/2020,1439323776,8,50,758,6,719
Shanghai,China,10/3/2020,1439323776,13,65,344,3,319
Shanxi,China,10/3/2020,1439323776,6,21,133,0,131
Sichuan,China,10/3/2020,1439323776,2,77,539,3,478
Tianjin,China,10/3/2020,1439323776,10,38,136,3,131
Tibet,China,10/3/2020,1439323776,1,20,1,0,1
Xinjiang,China,10/3/2020,1439323776,9,40,76,3,73
Yunnan,China,10/3/2020,1439323776,22,50,174,2,170
Zhejiang,China,10/3/2020,1439323776,17,80,1215,1,1191
,Kosovo,10/3/2020,1810463,6,88,0,0,0
,Andorra,10/3/2020,77265,11,79,1,0,0
,Guatemala,10/3/2020,17915568,21,92,0,0,0
,Nepal,10/3/2020,29136808,24,56,1,0,1
,Italy,10/3/2020,60461826,12,70,10149,631,724
,Seychelles,10/3/2020,98347,29,72,0,0,0
,Switzerland,10/3/2020,8654622,1,91,491,3,3
,Antigua and Barbuda,10/3/2020,97929,26,73,0,0,0
,Dominican Republic,10/3/2020,10847910,24,96,5,0,0
,Nigeria,10/3/2020,206139589,41,37,2,0,0
Guadeloupe,France,10/3/2020,400124,28,73,0,0,0
,The Gambia,10/3/2020,2416668,42,24,0,0,0
,Germany,10/3/2020,83783942,9,93,1457,2,18
,Kuwait,10/3/2020,4270571,27,25,69,0,1
,Luxembourg,10/3/2020,625978,10,95,5,0,0
,Qatar,10/3/2020,2881053,27,58,24,0,0
,Jamaica,10/3/2020,2961167,29,77,0,0,0
,Trinidad and Tobago,10/3/2020,1399488,28,74,0,0,0
Bermuda,United Kingdom,10/3/2020,67886011,17,61,0,0,0
Cayman Islands,United Kingdom,10/3/2020,67886011,25,77,0,0,0
Channel Islands,United Kingdom,10/3/2020,67886011,11,93,1,0,0
Gibraltar,United Kingdom,10/3/2020,67886011,16,70,1,0,1
Isle of Man,United Kingdom,10/3/2020,67886011,8,86,0,0,0
Montserrat,United Kingdom,10/3/2020,67886011,26,76,0,0,0
United Kingdom,United Kingdom,10/3/2020,67886011,8,89,382,6,18
,Pakistan,10/3/2020,220892340,19,45,16,0,1
,Saint Lucia,10/3/2020,183627,27,74,0,0,0
,Saint Vincent and the Grenadines,10/3/2020,115000,26,77,0,0,0
Guam,US,10/3/2020,165718,27,78,0,0,0
,Vietnam,10/3/2020,97338579,31,74,31,0,16
,Sri Lanka,10/3/2020,21413249,25,75,1,0,1
,Japan,10/3/2020,126476461,8,93,581,10,101
,Martinique,10/3/2020,375265,27,74,2,0,0
Reunion,France,10/3/2020,895312,28,79,0,0,0
,Philippines,10/3/2020,109581078,28,80,33,1,2
,Belgium,10/3/2020,11589623,13,90,267,0,1
,Israel,10/3/2020,8655535,20,77,83,0,4
,India,10/3/2020,1380004385,33,45,56,0,4
Curacao,Netherlands,10/3/2020,17134872,26,78,0,0,0
Netherlands,Netherlands,10/3/2020,17134872,12,90,382,4,0
Sint Maarten,Netherlands,10/3/2020,17134872,26,73,0,0,0
,Rwanda,10/3/2020,12952218,29,82,0,0,0
,South Korea,10/3/2020,51269185,8,90,7513,54,247
,San Marino,10/3/2020,33931,12,72,51,2,0
Aruba,Netherlands,10/3/2020,106766,27,78,0,0,0
,Mauritius,10/3/2020,1271768,26,86,0,0,0
,Lebanon,10/3/2020,6825445,13,62,41,1,1
,Barbados,10/3/2020,287375,27,73,0,0,0
,Taiwan*,10/3/2020,23816775,21,86,47,1,17
Mayotte,France,10/3/2020,272815,30,74,0,0,0
,Bangladesh,10/3/2020,164689383,34,34,3,0,0
,Malta,10/3/2020,441543,15,78,5,0,0
,Maldives,10/3/2020,540544,28,72,6,0,0
,Holy See,10/3/2020,801,16,57,1,0,0
,Bahrain,10/3/2020,1701575,21,69,110,0,22
Hong Kong,China,10/3/2020,7496981,24,64,120,3,65
,Singapore,10/3/2020,5850342,30,76,160,0,78
,Monaco,10/3/2020,39242,14,48,1,0,0
,Angola,9/3/2020,29780000,24,85,0,0,0
,Cabo Verde,9/3/2020,546388,21,83,0,0,0
,Cape Verde,9/3/2020,546388,24,77,0,0,0
,Chad,9/3/2020,14900000,41,11,0,0,0
Hubei,China,9/3/2020,58500000,14,71,67743,3008,46488
,Congo (Kinshasa),9/3/2020,11860000,23,98,0,0,0
,Dominica,9/3/2020,73925,26,74,0,0,0
,East Timor,9/3/2020,1296000,26,86,0,0,0
,El Salvador,9/3/2020,6378000,34,58,0,0,0
,Eritrea,9/3/2020,4475000,22,64,0,0,0
,Fiji,9/3/2020,905502,29,86,0,0,0
,Georgia,9/3/2020,3717000,19,39,15,0,0
,Grenada,9/3/2020,107825,27,75,0,0,0
,Haiti,9/3/2020,10980000,23,80,0,0,0
,Madagascar,9/3/2020,25570000,25,80,0,0,0
,Mozambique,9/3/2020,225570000,29,92,0,0,0
,Nicaragua,9/3/2020,6218000,30,77,0,0,0
,Niger,9/3/2020,21480000,37,6,0,0,0
,Papua New Guinea,9/3/2020,8251000,18,98,0,0,0
,Syria,9/3/2020,18270000,21,46,0,0,0
,Timor-Leste,9/3/2020,1296000,26,86,0,0,0
,Uganda,9/3/2020,42860000,31,76,0,0,0
Alabama,US,9/3/2020,4903185,20,79,0,0,0
Alaska,US,9/3/2020,731545,-8,72,0,0,0
Arizona,US,9/3/2020,7278717,21,42,0,0,0
Arkansas,US,9/3/2020,3017825,15,88,0,0,0
California,US,9/3/2020,39512223,19,53,0,0,0
Colorado,US,9/3/2020,5758736,7,64,0,0,0
Connecticut,US,9/3/2020,3565287,18,50,0,0,0
Delaware,US,9/3/2020,973764,17,64,0,0,0
Florida,US,9/3/2020,21477737,22,71,0,0,0
Georgia,US,9/3/2020,10617423,19,75,0,0,0
Hawaii,US,9/3/2020,1415872,22,73,0,0,0
Idaho,US,9/3/2020,1787147,-1,91,0,0,0
Illinois,US,9/3/2020,12671821,14,82,0,0,0
Indiana,US,9/3/2020,6732219,15,74,0,0,0
Iowa,US,9/3/2020,3155070,11,91,0,0,0
Kansas,US,9/3/2020,2913314,14,89,0,0,0
Kentucky,US,9/3/2020,4467673,16,68,0,0,0
Louisiana,US,9/3/2020,4648794,21,88,0,0,0
Maine,US,9/3/2020,1344212,9,84,0,0,0
Maryland,US,9/3/2020,6045680,20,55,0,0,0
Massachusetts,US,9/3/2020,6949503,18,53,0,0,0
Michigan,US,9/3/2020,9986857,12,75,0,0,0
Minnesota,US,9/3/2020,5639632,0,86,0,0,0
Mississippi,US,9/3/2020,2976149,20,83,0,0,0
Missouri,US,9/3/2020,6137428,14,83,0,0,0
Montana,US,9/3/2020,1068778,0,77,0,0,0
Nebraska,US,9/3/2020,1934408,6,81,0,0,0
Nevada,US,9/3/2020,3080156,9,46,0,0,0
New Hampshire,US,9/3/2020,1359711,14,73,0,0,0
New Jersey,US,9/3/2020,8882190,18,53,0,0,0
New Mexico,US,9/3/2020,2096829,13,54,0,0,0
New York,US,9/3/2020,19453561,13,71,0,0,0
North Carolina,US,9/3/2020,10488084,18,69,0,0,0
North Dakota,US,9/3/2020,762062,-2,59,0,0,0
Ohio,US,9/3/2020,11689100,15,72,0,0,0
Oklahoma,US,9/3/2020,3956971,23,72,0,0,0
Oregon,US,9/3/2020,4217737,10,81,0,0,0
Pennsylvania,US,9/3/2020,12801989,18,66,0,0,0
Puerto Rico,US,9/3/2020,3193694,26,80,0,0,0
Rhode Island,US,9/3/2020,1059361,17,53,0,0,0
South Carolina,US,9/3/2020,5148714,20,66,0,0,0
South Dakota,US,9/3/2020,884659,1,74,0,0,0
Tennessee,US,9/3/2020,6833174,16,75,0,0,0
Texas,US,9/3/2020,28995881,21,85,0,0,0
Utah,US,9/3/2020,3205958,10,58,0,0,0
Vermont,US,9/3/2020,623989,9,82,0,0,0
Virginia,US,9/3/2020,8535519,18,65,0,0,0
Washington,US,9/3/2020,7614893,3,68,0,0,0
West Virginia,US,9/3/2020,1792065,15,61,0,0,0
Wisconsin,US,9/3/2020,5822434,7,93,0,0,0
Wyoming,US,9/3/2020,578759,3,89,0,0,0
,Zimbabwe,9/3/2020,16530000,27,73,0,0,0
Greenland,Denmark,9/3/2020,56770,-32,90,0,0,0
,Mongolia,9/3/2020,3278290,-7,61,0,0,0
Australian Capital Territory,Australia,9/3/2020,25499884,17,80,0,0,0
From Diamond Princess,Australia,9/3/2020,25499884,16,72,0,0,0
New South Wales,Australia,9/3/2020,25499884,21,74,48,2,4
Northern Territory,Australia,9/3/2020,25499884,29,80,0,0,0
Queensland,Australia,9/3/2020,25499884,22,86,15,0,8
South Australia,Australia,9/3/2020,25499884,22,56,7,0,2
Tasmania,Australia,9/3/2020,25499884,16,77,2,0,0
Victoria,Australia,9/3/2020,25499884,22,64,15,0,7
Western Australia,Australia,9/3/2020,25499884,31,47,4,1,0
,Iceland,9/3/2020,341243,-10,84,58,0,0
,Namibia,9/3/2020,2540905,29,35,0,0,0
Alberta,Canada,9/3/2020,37742154,0,78,7,0,0
British Columbia,Canada,9/3/2020,37742154,7,66,32,1,4
Grand Princess,Canada,9/3/2020,37742154,16,66,0,0,0
Manitoba,Canada,9/3/2020,37742154,-15,92,0,0,0
New Brunswick,Canada,9/3/2020,37742154,-1,88,0,0,0
Newfoundland and Labrador,Canada,9/3/2020,37742154,-22,75,0,0,0
Northwest Territories,Canada,9/3/2020,37742154,-15,96,0,0,0
Nova Scotia,Canada,9/3/2020,37742154,6,84,0,0,0
Ontario,Canada,9/3/2020,37742154,-11,94,34,0,4
Prince Edward Island,Canada,9/3/2020,37742154,-7,89,0,0,0
Quebec,Canada,9/3/2020,37742154,-22,85,4,0,0
Saskatchewan,Canada,9/3/2020,37742154,-8,92,0,0,0
French Guiana,France,9/3/2020,298682,35,66,5,0,0
,Guyana,9/3/2020,786552,33,72,0,0,0
